UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
PB,25.0,3407.0,Cacimba de Areia,3354.0
PB,25.0,3506.0,Cacimba de Dentro,16373.0
PB,25.0,3555.0,Cacimbas,7478.0
PB,25.0,3605.0,Caiçara,6713.0
PB,25.0,3704.0,Cajazeiras,66171.0
PB,25.0,3753.0,Cajazeirinhas,2776.0
PB,25.0,3803.0,Caldas Brandão,5928.0
PB,25.0,3902.0,Camalaú,6298.0
PB,25.0,4009.0,Campina Grande,440939.0
PB,25.0,4033.0,Capim,7347.0
PB,25.0,4074.0,Caraúbas,4059.0
PB,25.0,4108.0,Carrapateira,2367.0
PB,25.0,4157.0,Casserengue,7056.0
PB,25.0,4207.0,Catingueira,4572.0
PB,25.0,4306.0,Catolé do Rocha,32118.0
PB,25.0,4355.0,Caturité,5492.0
PB,25.0,4405.0,Conceição,18723.0
PB,25.0,4504.0,Condado,6624.0
PB,25.0,4603.0,Conde,29543.0
PB,25.0,4702.0,Congo,5102.0
PB,25.0,4801.0,Coremas,15005.0
PB,25.0,4850.0,Coxixola,1882.0
PB,25.0,4900.0,Cruz do Espírito Santo,17718.0
PB,25.0,5006.0,Cubati,7820.0
PB,25.0,5105.0,Cuité,20205.0
PB,25.0,5204.0,Cuitegi,6894.0
PB,25.0,5238.0,Cuité de Mamanguape,6431.0
PB,25.0,5279.0,Curral de Cima,5406.0
PB,25.0,5303.0,Curral Velho,2327.0
PB,25.0,5352.0,Damião,5131.0
PB,25.0,5402.0,Desterro,8300.0
PB,25.0,5501.0,Vista Serrana,3759.0
PB,25.0,5600.0,Diamante,6431.0
PB,25.0,5709.0,Dona Inês,10640.0
PB,25.0,5808.0,Duas Estradas,3377.0
PB,25.0,5907.0,Emas,3053.0
PB,25.0,6004.0,Esperança,32522.0
PB,25.0,6103.0,Fagundes,11315.0
PB,25.0,6202.0,Frei Martinho,2913.0
PB,25.0,6251.0,Gado Bravo,8395.0
PB,25.0,6301.0,Guarabira,59836.0
PB,25.0,6400.0,Gurinhém,14133.0
PB,25.0,6509.0,Gurjão,3343.0
PB,25.0,6608.0,Ibiara,5733.0
PB,25.0,6707.0,Imaculada,10550.0
PB,25.0,6806.0,Ingá,18197.0
PB,25.0,6905.0,Itabaiana,23621.0
PB,25.0,7002.0,Itaporanga,24686.0
PB,25.0,7101.0,Itapororoca,19054.0
PB,25.0,7200.0,Itatuba,10816.0
PB,25.0,7309.0,Jacaraú,14923.0
PB,25.0,7408.0,Jericó,7721.0
PB,25.0,7507.0,João Pessoa,888679.0
PB,25.0,7606.0,Juarez Távora,8057.0
PB,25.0,7705.0,Juazeirinho,17488.0
PB,25.0,7804.0,Junco do Seridó,7002.0
PB,25.0,7903.0,Juripiranga,10259.0
PB,25.0,8000.0,Juru,9410.0
PB,25.0,8109.0,Lagoa,4502.0
PB,25.0,8208.0,Lagoa de Dentro,8088.0
PB,25.0,8307.0,Lagoa Seca,29053.0
PB,25.0,8406.0,Lastro,3292.0
PB,25.0,8505.0,Livramento,7045.0
PB,25.0,8554.0,Logradouro,5045.0
PB,25.0,8604.0,Lucena,13019.0
PB,25.0,8703.0,Mãe d'Água,3624.0
PB,25.0,8802.0,Malta,6259.0
PB,25.0,8901.0,Mamanguape,46719.0
PB,25.0,9008.0,Manaíra,10700.0
PB,25.0,9057.0,Marcação,9435.0
PB,25.0,9107.0,Mari,22126.0
PB,25.0,9156.0,Marizópolis,6960.0
PB,25.0,9206.0,Massaranduba,14666.0
PB,25.0,9305.0,Mataraca,8585.0
PB,25.0,9339.0,Matinhas,4735.0
PB,25.0,9370.0,Mato Grosso,2592.0
PB,25.0,9396.0,Maturéia,6677.0
PB,25.0,9404.0,Mogeiro,14375.0
PB,25.0,9503.0,Montadas,6083.0
PB,25.0,9602.0,Monte Horebe,4435.0
PB,25.0,9701.0,Monteiro,33742.0
PB,25.0,9800.0,Mulungu,8945.0
PB,25.0,9909.0,Natuba,9014.0
PB,25.0,10006.0,Nazarezinho,7392.0
PB,25.0,10105.0,Nova Floresta,9884.0
PB,25.0,10204.0,Nova Olinda,5909.0
PB,25.0,10303.0,Nova Palmeira,4362.0
PB,25.0,10402.0,Olho d'Água,6111.0
PB,25.0,10501.0,Olivedos,3674.0
PB,25.0,10600.0,Ouro Velho,2998.0
PB,25.0,10659.0,Parari,1751.0
PB,25.0,10709.0,Passagem,2562.0
PB,25.0,10808.0,Patos,107774.0
PB,25.0,10907.0,Paulista,12160.0
PB,25.0,11004.0,Pedra Branca,3846.0
PB,25.0,11103.0,Pedra Lavrada,6998.0
PB,25.0,11202.0,Pedras de Fogo,31152.0
PB,25.0,11301.0,Piancó,17006.0
PB,25.0,11400.0,Picuí,18835.0
PB,25.0,11509.0,Pilar,12801.0
PB,25.0,11608.0,Pilões,6979.0
PB,25.0,11707.0,Pilõezinhos,5514.0
PB,25.0,11806.0,Pirpirituba,9467.0
PB,25.0,11905.0,Pitimbu,17164.0
PB,25.0,12002.0,Pocinhos,17990.0
PB,25.0,12036.0,Poço Dantas,3932.0
PB,25.0,12077.0,Poço de José de Moura,4120.0
PB,25.0,12101.0,Pombal,33796.0
PB,25.0,12200.0,Prata,4027.0
PB,25.0,12309.0,Princesa Isabel,21659.0
PB,25.0,12408.0,Puxinanã,14837.0
PB,25.0,12507.0,Queimadas,50214.0
PB,25.0,12606.0,Quixaba,1798.0
PB,25.0,12705.0,Remígio,18373.0
PB,25.0,12721.0,Pedro Régis,5925.0
PB,25.0,12747.0,Riachão,2964.0
PB,25.0,12754.0,Riachão do Bacamarte,4877.0
PB,25.0,12762.0,Riachão do Poço,4946.0
PB,25.0,12788.0,Riacho de Santo Antônio,2044.0
PB,25.0,12804.0,Riacho dos Cavalos,8762.0
PB,25.0,12903.0,Rio Tinto,25394.0
PB,25.0,13000.0,Salgadinho,3437.0
PB,25.0,13109.0,Salgado de São Félix,11760.0
PB,25.0,13158.0,Santa Cecília,8031.0
PB,25.0,13208.0,Santa Cruz,6041.0
PB,25.0,13307.0,Santa Helena,6020.0
PB,25.0,13356.0,Santa Inês,3274.0
PB,25.0,13406.0,Santa Luzia,15387.0
PB,25.0,13505.0,Santana de Mangueira,5106.0
PB,25.0,13604.0,Santana dos Garrotes,6657.0
PB,25.0,13653.0,Joca Claudino,2606.0
PB,25.0,13703.0,Santa Rita,159121.0
PB,25.0,13802.0,Santa Teresinha,4499.0
PB,25.0,13851.0,Santo André,2702.0
PB,25.0,13901.0,São Bento,33700.0
PB,25.0,13927.0,São Bentinho,4473.0
PB,25.0,13943.0,São Domingos do Cariri,2676.0
PB,25.0,13968.0,São Domingos,2636.0
PB,25.0,13984.0,São Francisco,3190.0
PB,25.0,14008.0,São João do Cariri,4341.0
PB,25.0,14107.0,São João do Tigre,4363.0
PB,25.0,14206.0,São José da Lagoa Tapada,7270.0
PB,25.0,14305.0,São José de Caiana,5032.0
PB,25.0,14404.0,São José de Espinharas,4099.0
PB,25.0,14453.0,São José dos Ramos,6105.0
PB,25.0,14503.0,São José de Piranhas,19552.0
PB,25.0,14552.0,São José de Princesa,3383.0
PB,25.0,14602.0,São José do Bonfim,3333.0
PB,25.0,14651.0,São José do Brejo do Cruz,1748.0
PB,25.0,14701.0,São José do Sabugi,4270.0
PB,25.0,14800.0,São José dos Cordeiros,3474.0
PB,25.0,14909.0,São Mamede,7640.0
PB,25.0,15005.0,São Miguel de Taipu,7287.0
PB,25.0,15104.0,São Sebastião de Lagoa de Roça,11365.0
PB,25.0,15203.0,São Sebastião do Umbuzeiro,3376.0
PB,25.0,15302.0,Sapé,53309.0
PB,25.0,15401.0,São Vicente do Seridó,10620.0
PB,25.0,15500.0,Serra Branca,14075.0
PB,25.0,15609.0,Serra da Raiz,3162.0
PB,25.0,15708.0,Serra Grande,3043.0
PB,25.0,15807.0,Serra Redonda,6984.0
PB,25.0,15906.0,Serraria,4839.0
PB,25.0,15930.0,Sertãozinho,5282.0
PB,25.0,15971.0,Sobrado,8579.0
PB,25.0,16003.0,Solânea,27749.0
PB,25.0,16102.0,Soledade,14381.0
PB,25.0,16151.0,Sossêgo,3461.0
PB,25.0,16201.0,Sousa,69876.0
PB,25.0,16300.0,Sumé,17763.0
PB,25.0,16409.0,Tacima,7934.0
PB,25.0,16508.0,Taperoá,14376.0
PB,25.0,16607.0,Tavares,14464.0
PB,25.0,16706.0,Teixeira,15082.0
PB,25.0,16755.0,Tenório,3069.0
PB,25.0,16805.0,Triunfo,10259.0
PB,25.0,16904.0,Uiraúna,15386.0
PB,25.0,17001.0,Umbuzeiro,9302.0
PB,25.0,17100.0,Várzea,2764.0
PB,25.0,17209.0,Vieirópolis,4974.0
PB,25.0,17407.0,Zabelê,2310.0
PE,26.0,54.0,Abreu e Lima,103945.0
PE,26.0,104.0,Afogados da Ingazeira,42407.0
PE,26.0,203.0,Afrânio,19349.0
PE,26.0,302.0,Agrestina,24615.0
PE,26.0,401.0,Água Preta,27221.0
PE,26.0,500.0,Águas Belas,43713.0
PE,26.0,609.0,Alagoinha,14355.0
PE,26.0,708.0,Aliança,37372.0
PE,26.0,807.0,Altinho,21185.0
PE,26.0,906.0,Amaraji,18471.0
PE,26.0,1003.0,Angelim,10580.0
PE,26.0,1052.0,Araçoiaba,19936.0
PE,26.0,1102.0,Araripina,90104.0
PE,26.0,1201.0,Arcoverde,82003.0
PE,26.0,1300.0,Barra de Guabiraba,12616.0
PE,26.0,1409.0,Barreiros,42056.0
PE,26.0,1508.0,Belém de Maria,10829.0
PE,26.0,1607.0,Belém do São Francisco,18713.0
PE,26.0,1706.0,Belo Jardim,83647.0
PE,26.0,1805.0,Betânia,11981.0
PE,26.0,1904.0,Bezerros,64809.0
PE,26.0,2001.0,Bodocó,36129.0
PE,26.0,2100.0,Bom Conselho,46192.0
PE,26.0,2209.0,Bom Jardim,39278.0
PE,26.0,2308.0,Bonito,39163.0
PE,26.0,2407.0,Brejão,9399.0
PE,26.0,2506.0,Brejinho,8010.0
PE,26.0,2605.0,Brejo da Madre de Deus,51107.0
PE,26.0,2704.0,Buenos Aires,13254.0
PE,26.0,2803.0,Buíque,54425.0
PE,26.0,2902.0,Cabo de Santo Agostinho,216969.0
PE,26.0,3009.0,Cabrobó,31746.0
PE,26.0,3108.0,Cachoeirinha,20612.0
PE,26.0,3207.0,Caetés,30441.0
PE,26.0,3306.0,Calçado,11445.0
PE,26.0,3405.0,Calumbi,5367.0
PE,26.0,3454.0,Camaragibe,155771.0
PE,26.0,3504.0,Camocim de São Félix,17991.0
PE,26.0,3603.0,Camutanga,7972.0
PE,26.0,3702.0,Canhotinho,25090.0
PE,26.0,3801.0,Capoeiras,18890.0
PE,26.0,3900.0,Carnaíba,19513.0
PE,26.0,3926.0,Carnaubeira da Penha,12682.0
PE,26.0,4007.0,Carpina,83205.0
PE,26.0,4106.0,Caruaru,402290.0
PE,26.0,4155.0,Casinhas,13489.0
PE,26.0,4205.0,Catende,33279.0
PE,26.0,4304.0,Cedro,10845.0
PE,26.0,4403.0,Chã de Alegria,13461.0
PE,26.0,4502.0,Chã Grande,21224.0
PE,26.0,4601.0,Condado,25383.0
PE,26.0,4700.0,Correntes,17660.0
PE,26.0,4809.0,Cortês,10512.0
PE,26.0,4908.0,Cumaru,16252.0
PE,26.0,5004.0,Cupira,24301.0
PE,26.0,5103.0,Custódia,39403.0
PE,26.0,5152.0,Dormentes,17749.0
PE,26.0,5202.0,Escada,62252.0
PE,26.0,5301.0,Exu,33436.0
PE,26.0,5400.0,Feira Nova,22169.0
PE,26.0,5459.0,Fernando de Noronha,3316.0
PE,26.0,5509.0,Ferreiros,15794.0
PE,26.0,5608.0,Flores,20835.0
PE,26.0,5707.0,Floresta,31627.0
PE,26.0,5806.0,Frei Miguelinho,14070.0
PE,26.0,5905.0,Gameleira,17973.0
PE,26.0,6002.0,Garanhuns,151064.0
PE,26.0,6101.0,Glória do Goitá,30370.0
PE,26.0,6200.0,Goiana,85160.0
PE,26.0,6309.0,Granito,7206.0
PE,26.0,6408.0,Gravatá,91887.0
PE,26.0,6507.0,Iati,17605.0
PE,26.0,6606.0,Ibimirim,28760.0
PE,26.0,6705.0,Ibirajuba,7344.0
PE,26.0,6804.0,Igarassu,122312.0
PE,26.0,6903.0,Iguaracy,11366.0
PE,26.0,7000.0,Inajá,27488.0
PE,26.0,7109.0,Ingazeira,4959.0
PE,26.0,7208.0,Ipojuca,105638.0
PE,26.0,7307.0,Ipubi,30603.0
PE,26.0,7406.0,Itacuruba,4490.0
PE,26.0,7505.0,Itaíba,33691.0
PE,26.0,7604.0,Ilha de Itamaracá,25529.0
PE,26.0,7653.0,Itambé,36626.0
PE,26.0,7703.0,Itapetim,14232.0
PE,26.0,7752.0,Itapissuma,29463.0
PE,26.0,7802.0,Itaquitinga,17109.0
PE,26.0,7901.0,Jaboatão dos Guararapes,683285.0
PE,26.0,7950.0,Jaqueira,10483.0
PE,26.0,8008.0,Jataúba,16323.0
PE,26.0,8057.0,Jatobá,14463.0
PE,26.0,8107.0,João Alfredo,28903.0
PE,26.0,8206.0,Joaquim Nabuco,13506.0
PE,26.0,8255.0,Jucati,11975.0
PE,26.0,8305.0,Jupi,15943.0
PE,26.0,8404.0,Jurema,14027.0
PE,26.0,8453.0,Lagoa do Carro,18708.0
PE,26.0,8503.0,Lagoa de Itaenga,19915.0
PE,26.0,8602.0,Lagoa do Ouro,12364.0
PE,26.0,8701.0,Lagoa dos Gatos,14386.0
PE,26.0,8750.0,Lagoa Grande,24952.0
PE,26.0,8800.0,Lajedo,41786.0
PE,26.0,8909.0,Limoeiro,59125.0
PE,26.0,9006.0,Macaparana,24624.0
PE,26.0,9105.0,Machados,11471.0
PE,26.0,9154.0,Manari,26773.0
PE,26.0,9204.0,Maraial,9432.0
PE,26.0,9303.0,Mirandiba,14599.0
PE,26.0,9402.0,Moreno,57647.0
PE,26.0,9501.0,Nazaré da Mata,32153.0
PE,26.0,9600.0,Olinda,365402.0
PE,26.0,9709.0,Orobó,22438.0
PE,26.0,9808.0,Orocó,14100.0
PE,26.0,9907.0,Ouricuri,68329.0
PE,26.0,10004.0,Palmares,56615.0
PE,26.0,10103.0,Palmeirina,7154.0
PE,26.0,10202.0,Panelas,23449.0
PE,26.0,10301.0,Paranatama,12712.0
PE,26.0,10400.0,Parnamirim,19028.0
PE,26.0,10509.0,Passira,29719.0
PE,26.0,10608.0,Paudalho,59638.0
PE,26.0,10707.0,Paulista,362960.0
PE,26.0,10806.0,Pedra,23605.0
PE,26.0,10905.0,Pesqueira,65408.0
PE,26.0,11002.0,Petrolândia,35991.0
PE,26.0,11101.0,Petrolina,414083.0
PE,26.0,11200.0,Poção,10805.0
PE,26.0,11309.0,Pombos,26847.0
PE,26.0,11408.0,Primavera,14351.0
PE,26.0,11507.0,Quipapá,17974.0
PE,26.0,11533.0,Quixaba,6755.0
PE,26.0,11606.0,Recife,1587707.0
PE,26.0,11705.0,Riacho das Almas,21411.0
PE,26.0,11804.0,Ribeirão,34255.0
PE,26.0,11903.0,Rio Formoso,20460.0
PE,26.0,12000.0,Sairé,11218.0
PE,26.0,12109.0,Salgadinho,5620.0
PE,26.0,12208.0,Salgueiro,65635.0
PE,26.0,12307.0,Saloá,14173.0
PE,26.0,12406.0,Sanharó,18933.0
PE,26.0,12455.0,Santa Cruz,14320.0
PE,26.0,12471.0,Santa Cruz da Baixa Verde,11933.0
PE,26.0,12505.0,Santa Cruz do Capibaribe,104277.0
PE,26.0,12554.0,Santa Filomena,12402.0
PE,26.0,12604.0,Santa Maria da Boa Vista,42682.0
PE,26.0,12703.0,Santa Maria do Cambucá,14533.0
PE,26.0,12802.0,Santa Terezinha,10513.0
PE,26.0,12901.0,São Benedito do Sul,13479.0
PE,26.0,13008.0,São Bento do Una,51264.0
PE,26.0,13107.0,São Caitano,39117.0
PE,26.0,13206.0,São João,24772.0
PE,26.0,13305.0,São Joaquim do Monte,20440.0
PE,26.0,13404.0,São José da Coroa Grande,19468.0
PE,26.0,13503.0,São José do Belmonte,36752.0
PE,26.0,13602.0,São José do Egito,32491.0
PE,26.0,13701.0,São Lourenço da Mata,117759.0
PE,26.0,13800.0,São Vicente Férrer,17176.0
PE,26.0,13909.0,Serra Talhada,98143.0
PE,26.0,14006.0,Serrita,18759.0
PE,26.0,14105.0,Sertânia,34269.0
PE,26.0,14204.0,Sirinhaém,39233.0
PE,26.0,14303.0,Moreilândia,10849.0
PE,26.0,14402.0,Solidão,5403.0
PE,26.0,14501.0,Surubim,67515.0
PE,26.0,14600.0,Tabira,29093.0
PE,26.0,14709.0,Tacaimbó,14277.0
PE,26.0,14808.0,Tacaratu,24803.0
PE,26.0,14857.0,Tamandaré,24534.0
PE,26.0,15003.0,Taquaritinga do Norte,25497.0
PE,26.0,15102.0,Terezinha,6857.0
PE,26.0,15201.0,Terra Nova,9221.0
PE,26.0,15300.0,Timbaúba,47575.0
PE,26.0,15409.0,Toritama,43636.0
PE,26.0,15508.0,Tracunhaém,14393.0
PE,26.0,15607.0,Trindade,32086.0
PE,26.0,15706.0,Triunfo,15142.0
PE,26.0,15805.0,Tupanatinga,27009.0
PE,26.0,15904.0,Tuparetama,8252.0
PE,26.0,16001.0,Venturosa,17609.0
PE,26.0,16100.0,Verdejante,9474.0
PE,26.0,16183.0,Vertente do Lério,7782.0
PE,26.0,16209.0,Vertentes,22955.0
PE,26.0,16308.0,Vicência,27297.0
PE,26.0,16407.0,Vitória de Santo Antão,143799.0
PE,26.0,16506.0,Xexéu,11791.0
AL,27.0,102.0,Água Branca,19550.0
AL,27.0,201.0,Anadia,14193.0
AL,27.0,300.0,Arapiraca,243661.0
AL,27.0,409.0,Atalaia,38530.0
AL,27.0,508.0,Barra de Santo Antônio,16735.0
AL,27.0,607.0,Barra de São Miguel,8118.0
AL,27.0,706.0,Batalha,17103.0
AL,27.0,805.0,Belém,4820.0
AL,27.0,904.0,Belo Monte,5898.0
AL,27.0,1001.0,Boca da Mata,21517.0
AL,27.0,1100.0,Branquinha,9786.0
AL,27.0,1209.0,Cacimbinhas,10701.0
AL,27.0,1308.0,Cajueiro,16605.0
AL,27.0,1357.0,Campestre,6807.0
AL,27.0,1407.0,Campo Alegre,32714.0
AL,27.0,1506.0,Campo Grande,8293.0
AL,27.0,1605.0,Canapi,15743.0
AL,27.0,1704.0,Capela,15068.0
AL,27.0,1803.0,Carneiros,9200.0
AL,27.0,1902.0,Chã Preta,6010.0
AL,27.0,2009.0,Coité do Nóia,11036.0
AL,27.0,2108.0,Colônia Leopoldina,15949.0
AL,27.0,2207.0,Coqueiro Seco,5700.0
AL,27.0,2306.0,Coruripe,51788.0
AL,27.0,2355.0,Craíbas,26115.0
AL,27.0,2405.0,Delmiro Gouveia,52809.0
AL,27.0,2504.0,Dois Riachos,9906.0
AL,27.0,2553.0,Estrela de Alagoas,15701.0
AL,27.0,2603.0,Feira Grande,23191.0
AL,27.0,2702.0,Feliz Deserto,4038.0
AL,27.0,2801.0,Flexeiras,9767.0
AL,27.0,2900.0,Girau do Ponciano,37335.0
AL,27.0,3007.0,Ibateguara,13992.0
AL,27.0,3106.0,Igaci,24452.0
AL,27.0,3205.0,Igreja Nova,22125.0
AL,27.0,3304.0,Inhapi,15417.0
AL,27.0,3403.0,Jacaré dos Homens,5182.0
AL,27.0,3502.0,Jacuípe,5432.0
AL,27.0,3601.0,Japaratinga,9443.0
AL,27.0,3700.0,Jaramataia,5075.0
AL,27.0,3759.0,Jequiá da Praia,9625.0
AL,27.0,3809.0,Joaquim Gomes,17386.0
AL,27.0,3908.0,Jundiá,4176.0
AL,27.0,4005.0,Junqueiro,24381.0
AL,27.0,4104.0,Lagoa da Canoa,18831.0
AL,27.0,4203.0,Limoeiro de Anadia,25197.0
AL,27.0,4302.0,Maceió,994464.0
AL,27.0,4401.0,Major Isidoro,17834.0
AL,27.0,4500.0,Maragogi,33232.0
AL,27.0,4609.0,Maravilha,9715.0
AL,27.0,4708.0,Marechal Deodoro,62341.0
AL,27.0,4807.0,Maribondo,13968.0
AL,27.0,4906.0,Mar Vermelho,3212.0
AL,27.0,5002.0,Mata Grande,22147.0
AL,27.0,5101.0,Matriz de Camaragibe,24330.0
AL,27.0,5200.0,Messias,15707.0
AL,27.0,5309.0,Minador do Negrão,4938.0
AL,27.0,5408.0,Monteirópolis,7341.0
AL,27.0,5507.0,Murici,25933.0
AL,27.0,5606.0,Novo Lino,10298.0
AL,27.0,5705.0,Olho d'Água das Flores,21132.0
AL,27.0,5804.0,Olho d'Água do Casado,8522.0
AL,27.0,5903.0,Olho d'Água Grande,4384.0
AL,27.0,6000.0,Olivença,11048.0
AL,27.0,6109.0,Ouro Branco,11699.0
AL,27.0,6208.0,Palestina,4410.0
AL,27.0,6307.0,Palmeira dos Índios,73596.0
AL,27.0,6406.0,Pão de Açúcar,24291.0
AL,27.0,6422.0,Pariconha,10803.0
AL,27.0,6448.0,Paripueira,14176.0
AL,27.0,6505.0,Passo de Camaragibe,14076.0
AL,27.0,6604.0,Paulo Jacinto,6697.0
AL,27.0,6703.0,Penedo,60189.0
AL,27.0,6802.0,Piaçabuçu,16201.0
AL,27.0,6901.0,Pilar,36499.0
AL,27.0,7008.0,Pindoba,2786.0
AL,27.0,7107.0,Piranhas,23053.0
AL,27.0,7206.0,Poço das Trincheiras,12974.0
AL,27.0,7305.0,Porto Calvo,24520.0
AL,27.0,7404.0,Porto de Pedras,9508.0
AL,27.0,7503.0,Porto Real do Colégio,20262.0
AL,27.0,7602.0,Quebrangulo,11305.0
AL,27.0,7701.0,Rio Largo,97435.0
AL,27.0,7800.0,Roteiro,6607.0
AL,27.0,7909.0,Santa Luzia do Norte,7065.0
AL,27.0,8006.0,Santana do Ipanema,47397.0
AL,27.0,8105.0,Santana do Mundaú,11568.0
AL,27.0,8204.0,São Brás,6557.0
AL,27.0,8303.0,São José da Laje,21193.0
AL,27.0,8402.0,São José da Tapera,31557.0
AL,27.0,8501.0,São Luís do Quitunde,31792.0
AL,27.0,8600.0,São Miguel dos Campos,53391.0
AL,27.0,8709.0,São Miguel dos Milagres,8687.0
AL,27.0,8808.0,São Sebastião,32701.0
AL,27.0,8907.0,Satuba,25000.0
AL,27.0,8956.0,Senador Rui Palmeira,12549.0
AL,27.0,9004.0,Tanque d'Arca,5909.0
AL,27.0,9103.0,Taquarana,19422.0
AL,27.0,9152.0,Teotônio Vilela,39161.0
AL,27.0,9202.0,Traipu,24124.0
AL,27.0,9301.0,União dos Palmares,60874.0
AL,27.0,9400.0,Viçosa,24423.0
SE,28.0,100.0,Amparo do São Francisco,2206.0
SE,28.0,209.0,Aquidabã,20542.0
SE,28.0,308.0,Aracaju,628849.0
SE,28.0,407.0,Arauá,10483.0
SE,28.0,506.0,Areia Branca,18560.0
SE,28.0,605.0,Barra dos Coqueiros,44384.0
SE,28.0,670.0,Boquim,25038.0
SE,28.0,704.0,Brejo Grande,8016.0
SE,28.0,1009.0,Campo do Brito,18646.0
SE,28.0,1108.0,Canhoba,3855.0
SE,28.0,1207.0,Canindé de São Francisco,33491.0
SE,28.0,1306.0,Capela,32716.0
SE,28.0,1405.0,Carira,20315.0
SE,28.0,1504.0,Carmópolis,14179.0
SE,28.0,1603.0,Cedro de São João,5482.0
SE,28.0,1702.0,Cristinápolis,17539.0
SE,28.0,1900.0,Cumbe,3906.0
SE,28.0,2007.0,Divina Pastora,4433.0
SE,28.0,2106.0,Estância,66978.0
SE,28.0,2205.0,Feira Nova,6207.0
SE,28.0,2304.0,Frei Paulo,14884.0
SE,28.0,2403.0,Gararu,11301.0
SE,28.0,2502.0,General Maynard,3111.0
SE,28.0,2601.0,Gracho Cardoso,5979.0
SE,28.0,2700.0,Ilha das Flores,8495.0
SE,28.0,2809.0,Indiaroba,16949.0
SE,28.0,2908.0,Itabaiana,108408.0
SE,28.0,3005.0,Itabaianinha,42114.0
SE,28.0,3104.0,Itabi,4823.0
SE,28.0,3203.0,Itaporanga d'Ajuda,35863.0
SE,28.0,3302.0,Japaratuba,16472.0
SE,28.0,3401.0,Japoatã,13707.0
SE,28.0,3500.0,Lagarto,105558.0
SE,28.0,3609.0,Laranjeiras,24170.0
SE,28.0,3708.0,Macambira,7024.0
SE,28.0,3807.0,Malhada dos Bois,3666.0
SE,28.0,3906.0,Malhador,11728.0
SE,28.0,4003.0,Maruim,15975.0
SE,28.0,4102.0,Moita Bonita,11288.0
SE,28.0,4201.0,Monte Alegre de Sergipe,14732.0
SE,28.0,4300.0,Muribeca,8033.0
SE,28.0,4409.0,Neópolis,16558.0
SE,28.0,4458.0,Nossa Senhora Aparecida,9496.0
SE,28.0,4508.0,Nossa Senhora da Glória,43255.0
SE,28.0,4607.0,Nossa Senhora das Dores,25537.0
SE,28.0,4706.0,Nossa Senhora de Lourdes,6404.0
SE,28.0,4805.0,Nossa Senhora do Socorro,202450.0
SE,28.0,4904.0,Pacatuba,12709.0
SE,28.0,5000.0,Pedra Mole,2818.0
SE,28.0,5109.0,Pedrinhas,7416.0
SE,28.0,5208.0,Pinhão,5769.0
SE,28.0,5307.0,Pirambu,8037.0
SE,28.0,5406.0,Poço Redondo,29117.0
SE,28.0,5505.0,Poço Verde,22214.0
SE,28.0,5604.0,Porto da Folha,27350.0
SE,28.0,5703.0,Propriá,27273.0
SE,28.0,5802.0,Riachão do Dantas,18579.0
SE,28.0,5901.0,Riachuelo,8875.0
SE,28.0,6008.0,Ribeirópolis,17362.0
SE,28.0,6107.0,Rosário do Catete,9499.0
SE,28.0,6206.0,Salgado,20772.0
SE,28.0,6305.0,Santa Luzia do Itanhy,13965.0
SE,28.0,6404.0,Santana do São Francisco,7530.0
SE,28.0,6503.0,Santa Rosa de Lima,4038.0
SE,28.0,6602.0,Santo Amaro das Brotas,11297.0
SE,28.0,6701.0,São Cristóvão,100360.0
SE,28.0,6800.0,São Domingos,10550.0
SE,28.0,6909.0,São Francisco,3323.0
SE,28.0,7006.0,São Miguel do Aleixo,3481.0
SE,28.0,7105.0,Simão Dias,44285.0
SE,28.0,7204.0,Siriri,7984.0
SE,28.0,7303.0,Telha,3373.0
SE,28.0,7402.0,Tobias Barreto,52613.0
SE,28.0,7501.0,Tomar do Geru,12145.0
SE,28.0,7600.0,Umbaúba,24538.0
BA,29.0,108.0,Abaíra,7452.0
BA,29.0,207.0,Abaré,18240.0
BA,29.0,306.0,Acajutiba,14215.0
BA,29.0,355.0,Adustina,14554.0
BA,29.0,405.0,Água Fria,14871.0
BA,29.0,504.0,Érico Cardoso,10948.0
BA,29.0,603.0,Aiquara,4586.0
BA,29.0,702.0,Alagoinhas,160662.0
BA,29.0,801.0,Alcobaça,25494.0
BA,29.0,900.0,Almadina,5327.0
BA,29.0,1007.0,Amargosa,38478.0
BA,29.0,1106.0,Amélia Rodrigues,24848.0
BA,29.0,1155.0,América Dourada,15583.0
BA,29.0,1205.0,Anagé,26715.0
BA,29.0,1304.0,Andaraí,13531.0
BA,29.0,1353.0,Andorinha,15485.0
BA,29.0,1403.0,Angical,14178.0
BA,29.0,1502.0,Anguera,11456.0
BA,29.0,1601.0,Antas,15061.0
BA,29.0,1700.0,Antônio Cardoso,11501.0
BA,29.0,1809.0,Antônio Gonçalves,11236.0
BA,29.0,1908.0,Aporá,16379.0
BA,29.0,1957.0,Apuarema,7114.0
BA,29.0,2005.0,Aracatu,14422.0
BA,29.0,2054.0,Araçás,11946.0
BA,29.0,2104.0,Araci,50336.0
BA,29.0,2203.0,Aramari,10122.0
BA,29.0,2252.0,Arataca,10463.0
BA,29.0,2302.0,Aratuípe,8981.0
BA,29.0,2401.0,Aurelino Leal,11409.0
BA,29.0,2500.0,Baianópolis,14110.0
BA,29.0,2609.0,Baixa Grande,18680.0
BA,29.0,2658.0,Banzaê,12309.0
