UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
SP,35.0,51207.0,Sarutaiá,3769.0
SP,35.0,51306.0,Sebastianópolis do Sul,3187.0
SP,35.0,51405.0,Serra Azul,13058.0
SP,35.0,51504.0,Serrana,45408.0
SP,35.0,51603.0,Serra Negra,30920.0
SP,35.0,51702.0,Sertãozinho,131600.0
SP,35.0,51801.0,Sete Barras,12912.0
SP,35.0,51900.0,Severínia,14724.0
SP,35.0,52007.0,Silveiras,6313.0
SP,35.0,52106.0,Socorro,41405.0
SP,35.0,52205.0,Sorocaba,757459.0
SP,35.0,52304.0,Sud Mennucci,7466.0
SP,35.0,52403.0,Sumaré,289787.0
SP,35.0,52502.0,Suzano,318765.0
SP,35.0,52551.0,Suzanápolis,3464.0
SP,35.0,52601.0,Tabapuã,11499.0
SP,35.0,52700.0,Tabatinga,14994.0
SP,35.0,52809.0,Taboão da Serra,284274.0
SP,35.0,52908.0,Taciba,6399.0
SP,35.0,53005.0,Taguaí,13006.0
SP,35.0,53104.0,Taiaçu,5751.0
SP,35.0,53203.0,Taiúva,6733.0
SP,35.0,53302.0,Tambaú,21682.0
SP,35.0,53401.0,Tanabi,26021.0
SP,35.0,53500.0,Tapiraí,8122.0
SP,35.0,53609.0,Tapiratiba,11936.0
SP,35.0,53658.0,Taquaral,2652.0
SP,35.0,53708.0,Taquaritinga,53322.0
SP,35.0,53807.0,Taquarituba,24863.0
SP,35.0,53856.0,Taquarivaí,7112.0
SP,35.0,53906.0,Tarabai,6635.0
SP,35.0,53955.0,Tarumã,15248.0
SP,35.0,54003.0,Tatuí,128560.0
SP,35.0,54102.0,Taubaté,321298.0
SP,35.0,54201.0,Tejupá,4142.0
SP,35.0,54300.0,Teodoro Sampaio,22559.0
SP,35.0,54409.0,Terra Roxa,7985.0
SP,35.0,54508.0,Tietê,38690.0
SP,35.0,54607.0,Timburi,2490.0
SP,35.0,54656.0,Torre de Pedra,2063.0
SP,35.0,54706.0,Torrinha,9484.0
SP,35.0,54755.0,Trabiju,1719.0
SP,35.0,54805.0,Tremembé,53083.0
SP,35.0,54904.0,Três Fronteiras,7013.0
SP,35.0,54953.0,Tuiuti,6947.0
SP,35.0,55000.0,Tupã,65416.0
SP,35.0,55109.0,Tupi Paulista,16206.0
SP,35.0,55208.0,Turiúba,1839.0
SP,35.0,55307.0,Turmalina,1672.0
SP,35.0,55356.0,Ubarana,5456.0
SP,35.0,55406.0,Ubatuba,96598.0
SP,35.0,55505.0,Ubirajara,5265.0
SP,35.0,55604.0,Uchoa,10627.0
SP,35.0,55703.0,União Paulista,1628.0
SP,35.0,55802.0,Urânia,8973.0
SP,35.0,55901.0,Uru,1419.0
SP,35.0,56008.0,Urupês,14038.0
SP,35.0,56107.0,Valentim Gentil,14531.0
SP,35.0,56206.0,Valinhos,131277.0
SP,35.0,56305.0,Valparaíso,24723.0
SP,35.0,56354.0,Vargem,10805.0
SP,35.0,56404.0,Vargem Grande do Sul,41226.0
SP,35.0,56453.0,Vargem Grande Paulista,52103.0
SP,35.0,56503.0,Várzea Paulista,119576.0
SP,35.0,56602.0,Vera Cruz,10294.0
SP,35.0,56701.0,Vinhedo,79235.0
SP,35.0,56800.0,Viradouro,17681.0
SP,35.0,56909.0,Vista Alegre do Alto,8327.0
SP,35.0,56958.0,Vitória Brasil,1826.0
SP,35.0,57006.0,Votorantim,132849.0
SP,35.0,57105.0,Votuporanga,100159.0
SP,35.0,57154.0,Zacarias,2761.0
SP,35.0,57204.0,Chavantes,12411.0
SP,35.0,57303.0,Estiva Gerbi,11566.0
